Name,Year,Genre,Publisher,EU_Sales,Global_Sales
Mario & Sonic at the Olympic Winter Games,2009,Sports,Sega,1.66,3.52
Resident Evil 5,2009,Action,Capcom,0.94,3.51
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996,Platform,Nintendo,0.5,3.51
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,0.39,3.5
Kung Fu,1985,Action,Nintendo,0.38,3.5
Batman: Arkham Asylum,2009,Action,Eidos Interactive,0.97,3.5
Clubhouse Games,2006,Misc,Nintendo,1.83,3.5
FIFA Soccer 2004,N/A,Sports,Electronic Arts,2.36,3.49
Star Wars Battlefront (2015),2015,Shooter,Electronic Arts,1.22,3.49
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,1.02,3.48
Guitar Hero: On Tour,2008,Misc,Activision,1.01,3.48
Assassin's Creed: Unity,2014,Action,Ubisoft,0.89,3.46
Far Cry 3,2012,Shooter,Ubisoft,1.75,3.45
Monster Hunter 4,2013,Role-Playing,Capcom,0,3.44
Borderlands,2009,Shooter,Take-Two Interactive,0.73,3.44
Tekken 4,2002,Fighting,Namco Bandai Games,1.27,3.44
Battlefield 4,2013,Shooter,Electronic Arts,1.54,3.43
LittleBigPlanet 2,2011,Platform,Sony Computer Entertainment,1.07,3.42
Grand Theft Auto 2,1998,Action,Take-Two Interactive,2.07,3.42
Final Fantasy III,1994,Role-Playing,SquareSoft,0,3.42
Spider-Man 2,2004,Action,Activision,1.2,3.41
F-1 Race,1990,Racing,Nintendo,0.69,3.41
FIFA Soccer 2003,2002,Sports,Electronic Arts,2.28,3.4
Crash Bash,2000,Misc,Sony Computer Entertainment,1.47,3.39
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,1.03,3.38
Metal Gear Solid V: The Phantom Pain,2015,Action,Konami Digital Entertainment,1.35,3.38
The Legend of Zelda: Spirit Tracks,2009,Action,Nintendo,0.94,3.38
WWF War Zone,1998,Fighting,Acclaim Entertainment,0.76,3.36
The Legend of Zelda: Majora's Mask,2000,Action,Nintendo,0.67,3.36
Professor Layton and the Unwound Future,2008,Puzzle,Nintendo,1.61,3.36
Rugrats: Search For Reptar,1998,Adventure,THQ,1.53,3.34
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.14,3.34
English Training: Have Fun Improving Your Skills!,2006,Misc,Nintendo,0.99,3.33
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,1.29,3.33
Ratchet & Clank,2002,Platform,Sony Computer Entertainment,1.01,3.33
Mario Party 9,2012,Misc,Nintendo,1.17,3.32
Star Wars Episode III: Revenge of the Sith,2005,Action,LucasArts,1.39,3.32
Max Payne,2001,Shooter,Take-Two Interactive,1.05,3.31
The Lord of the Rings: The Return of the King,2003,Action,Electronic Arts,1.28,3.28
Assassin's Creed Syndicate,2015,Action,Ubisoft,1.92,3.28
Destiny,2014,Shooter,Activision,0.92,3.28
True Crime: Streets of LA,2003,Action,Activision,1.05,3.27
Wii Music,2008,Misc,Nintendo,1.13,3.27
Gran Turismo (PSP),2009,Racing,Sony Computer Entertainment,1.59,3.27
Monster Hunter X,2015,Action,Capcom,0.19,3.26
Tekken,1995,Fighting,Sony Computer Entertainment,1.3,3.24
FIFA 16,2015,Sports,Electronic Arts,2.11,3.23
L.A. Noire,2011,Adventure,Take-Two Interactive,1.33,3.23
Madden NFL 16,2015,Sports,Electronic Arts,0.3,3.22
Yokai Watch 2 Ganso/Honke,2014,Role-Playing,Nintendo,0,3.22
007: Tomorrow Never Dies,1999,Shooter,Electronic Arts,1.33,3.21
Baseball,1983,Sports,Nintendo,0.1,3.2
Killer Instinct,1995,Fighting,Nintendo,0.72,3.2
WWF SmackDown! 2: Know Your Role,2000,Fighting,THQ,1.21,3.2
Crisis Core: Final Fantasy VII,2007,Role-Playing,Square Enix,0.6,3.19
God of War: Chains of Olympus,2008,Action,Sony Computer Entertainment,1.01,3.19
Dragon Quest VI: Maboroshi no Daichi,1995,Role-Playing,Enix Corporation,0,3.19
Dance Central,2010,Misc,MTV Games,0.77,3.19
Enter the Matrix,2003,Action,Atari,1.12,3.18
Super Mario Maker,2015,Platform,Nintendo,0.87,3.18
Fallout: New Vegas,2010,Role-Playing,Bethesda Softworks,1.08,3.17
LEGO Batman: The Videogame,N/A,Action,Warner Bros. Interactive Entertainment,1.02,3.17
Rhythm Heaven,2008,Misc,Nintendo,0.51,3.17
Ace Combat 04: Shattered Skies,2001,Simulation,Sony Computer Entertainment Europe,0.56,3.17
Club Penguin: Elite Penguin Force,2008,Adventure,Disney Interactive Studios,0.98,3.16
Animal Crossing,2001,Simulation,Nintendo,0.16,3.15
LEGO Batman: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,1.06,3.15
Sonic Rush,2005,Platform,Sega,1.57,3.15
Resident Evil 6,2012,Shooter,Capcom,0.97,3.15
Halo: The Master Chief Collection,2014,Shooter,Microsoft Game Studios,0.99,3.15
FIFA Soccer 08,2007,Sports,Electronic Arts,0,3.14
Spider-Man,2000,Action,Activision,1.25,3.13
Need for Speed III: Hot Pursuit,1998,Racing,Electronic Arts,0.86,3.12
Star Wars Episode I Racer,1999,Racing,Nintendo,0.62,3.12
Personal Trainer: Cooking,2006,Misc,Nintendo,1,3.12
The Elder Scrolls IV: Oblivion,2007,Role-Playing,Ubisoft,0.87,3.12
Dragon Warrior IV,1990,Role-Playing,Enix Corporation,0,3.12
Heavy Rain,2010,Adventure,Sony Computer Entertainment,1.27,3.12
Mass Effect 2,2010,Role-Playing,Electronic Arts,0.82,3.11
FIFA 15,2014,Sports,Electronic Arts,2.02,3.11
Dragon Ball Z: Budokai,2002,Fighting,Atari,0.28,3.09
Madden NFL 2002,2001,Sports,Electronic Arts,0.16,3.08
World Class Track Meet,1986,Sports,Namco Bandai Games,0.45,3.08
Borderlands 2,2012,Shooter,Take-Two Interactive,0.91,3.07
The Legend of Zelda: A Link Between Worlds,2013,Action,Nintendo,0.99,3.07
Donkey Kong,1994,Platform,Nintendo,0.62,3.07
The Sims: Vacation,2002,Simulation,Electronic Arts,1.21,3.07
Mass Effect 3,2012,Role-Playing,Electronic Arts,0.86,3.07
Kung Fu Panda,2008,Action,Activision,0.84,3.05
Far Cry 3,2012,Shooter,Ubisoft,1.35,3.04
Epic Mickey,2010,Platform,Disney Interactive Studios,0.64,3.04
Saints Row 2,2008,Action,THQ,0.8,3.03
Rayman,1995,Platform,Ubisoft,1.33,3.03
Killzone 2,2009,Shooter,Sony Computer Entertainment,1.07,3.02
Tom Clancy's Splinter Cell,2002,Action,Ubisoft,1.04,3.02
Mike Tyson's Punch-Out!!,1987,Fighting,Nintendo,0.47,3.02
WWE SmackDown! Shut Your Mouth,2002,Sports,THQ,1.13,3.02
Gears of War: Ultimate Edition,2015,Shooter,Microsoft Game Studios,0.32,3
NBA 2K13,2012,Sports,Take-Two Interactive,0.21,3
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,Atari,0,3
wwe Smackdown vs. Raw 2006,N/A,Fighting,N/A,1.02,3
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,1.41,2.99
Star Fox,1993,Shooter,Nintendo,0.51,2.99
The Sims: Livin Large,2000,Misc,Electronic Arts,1.18,2.99
World Soccer Winning Eleven 6 International,2002,Sports,Konami Digital Entertainment,1.26,2.99
Devil May Cry,2001,Action,Capcom,0.86,2.99
Animal Crossing: Happy Home Designer,2015,Simulation,Nintendo,1,2.98
Battlefield: Bad Company 2,2010,Shooter,Electronic Arts,1.12,2.97
The Sims 4,2014,Simulation,Electronic Arts,1.72,2.97
Star Wars: The Old Republic,2011,Role-Playing,Electronic Arts,1.01,2.97
Sonic Heroes,2003,Platform,Sega,1.37,2.96
Kirby Super Star Ultra,2008,Platform,Nintendo,0.04,2.96
Hitman 2: Silent Assassin,2002,Action,Eidos Interactive,1.15,2.96
Street Fighter IV,2009,Fighting,Capcom,0.71,2.95
Wave Race 64,1996,Racing,Nintendo,0.58,2.94
SOCOM II: U.S. Navy SEALs,2003,Shooter,Sony Computer Entertainment,0.51,2.94
WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,1.11,2.94
inFAMOUS,2009,Action,Sony Computer Entertainment,0.69,2.94
Pac-Man Collection,2001,Puzzle,Atari,0.77,2.94
Mass Effect,2007,Role-Playing,Microsoft Game Studios,0.8,2.93
WarioWare: Smooth Moves,2006,Puzzle,Nintendo,1.06,2.92
Cooking Mama: Cook Off,2007,Simulation,505 Games,1.13,2.91
Super Mario World 2: Yoshi's Island,2002,Platform,Nintendo,0.45,2.91
FIFA 14,2013,Sports,Electronic Arts,1.85,2.9
Titanfall,2014,Shooter,Electronic Arts,0.8,2.9
Sonic Mega Collection Plus,2004,Misc,Sega,1.14,2.9
Sega Superstars Tennis,2008,Sports,Sega,0.86,2.9
World Soccer Winning Eleven 7 International,2003,Sports,Konami Digital Entertainment,1.24,2.9
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,1.51,2.89
Hot Shots Golf 3,2001,Sports,Sony Computer Entertainment,0.32,2.89
Call of Duty: Finest Hour,2004,Shooter,Activision,1.12,2.89
Zumba Fitness 2,2011,Sports,Majesco Entertainment,1.07,2.88
Syphon Filter,1999,Shooter,Sony Computer Entertainment,0.72,2.88
Imagine: Babyz,2007,Simulation,Ubisoft,1.27,2.88
Colin McRae Rally,1998,Racing,Codemasters,2.43,2.87
Call of Duty: Ghosts,2013,Shooter,Activision,0.77,2.86
Madden NFL 13,2012,Sports,Electronic Arts,0.16,2.86
The Elder Scrolls III: Morrowind,2002,Role-Playing,Ubisoft,0.63,2.86
Mortal Kombat,2011,Fighting,Warner Bros. Interactive Entertainment,0.55,2.85
F-Zero,1990,Racing,Nintendo,0.51,2.85
Yoshi's Story,1997,Platform,Nintendo,0.53,2.85
Command & Conquer: Red Alert,1996,Strategy,Virgin Interactive,1.34,2.85
Skylanders: Spyro's Adventure,2011,Action,Activision,1.14,2.85
FIFA 16,2015,Sports,Electronic Arts,1.98,2.85
Assassin's Creed: Brotherhood,2010,Action,Ubisoft,0.57,2.84
BioShock,2007,Shooter,Take-Two Interactive,0.86,2.83
Madden NFL 10,2009,Sports,Electronic Arts,0.09,2.83
Medal of Honor,2010,Shooter,Electronic Arts,1.05,2.83
WWE SmackDown! vs. Raw,2002,Fighting,THQ,1.08,2.83
Metroid Prime,2002,Shooter,Nintendo,0.67,2.82
Finding Nemo,2003,Action,THQ,1.05,2.82
Myst,1994,Adventure,Red Orb,2.79,2.81
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,1.25,2.81
Imagine: Fashion Designer,2007,Simulation,Ubisoft,1.19,2.81
WWE SmackDown! Here Comes the Pain,2003,Fighting,THQ,1.06,2.8
Star Wars: The Force Unleashed,2008,Action,LucasArts,0.8,2.8
Yoshi's Island DS,2006,Platform,Nintendo,0.07,2.8
Hot Shots Golf,1997,Sports,Sony Computer Entertainment,0.2,2.79
Killzone 3,2011,Shooter,Sony Computer Entertainment,0.88,2.79
A Bug's Life,1998,Platform,Sony Computer Entertainment,0.72,2.79
WWF SmackDown! Just Bring It,2001,Fighting,THQ,1.15,2.79
Dragon Quest V: Tenkuu no Hanayome,1992,Role-Playing,Enix Corporation,0,2.79
Mortal Kombat Trilogy,1996,Fighting,GT Interactive,0.7,2.79
Battlefield 3,2011,Shooter,Electronic Arts,1.43,2.79
NBA Street,2001,Sports,Electronic Arts,0.22,2.79
Professor Layton and the Last Specter,2009,Puzzle,Nintendo,1.47,2.79
Monster Hunter Tri,2011,Role-Playing,Nintendo,0.29,2.79
Jak II,2003,Platform,Sony Computer Entertainment,0.74,2.78
inFAMOUS: Second Son,2014,Action,Sony Computer Entertainment,0.97,2.78
Ratchet & Clank: Going Commando,2003,Platform,Sony Computer Entertainment,0.83,2.78
Tekken 6,2009,Fighting,Namco Bandai Games,0.98,2.78
The Sims,2003,Simulation,Electronic Arts,1.12,2.77
Sonic and the Secret Rings,2007,Platform,Sega,1.2,2.77
Saints Row: The Third,2011,Action,THQ,1.15,2.77
Missile Command,1980,Shooter,Atari,0.17,2.76
Mario Paint,1992,Misc,Nintendo,0.54,2.75
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,1.31,2.74
Pokémon Stadium 2,2000,Strategy,Nintendo,0.36,2.73
Metroid,1986,Action,Nintendo,0.31,2.73
L.A. Noire,2011,Adventure,Take-Two Interactive,0.94,2.72
Call of Duty 3,2006,Shooter,Activision,0.93,2.71
The Legend of Zelda: A Link to the Past,2002,Action,Nintendo,0.52,2.7
Onimusha: Warlords,2001,Action,Virgin Interactive,0.48,2.7
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,0.76,2.7
Mario Party,1998,Misc,Nintendo,0.53,2.7
Madden NFL 12,2011,Sports,Electronic Arts,0.11,2.69
LEGO Star Wars II: The Original Trilogy,2006,Action,LucasArts,0.64,2.69
Madden NFL 11,2010,Sports,Electronic Arts,0.12,2.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,Nintendo,0.52,2.69
Skate 3,2010,Sports,Electronic Arts,0.98,2.68
Burnout 3: Takedown,2004,Racing,Electronic Arts,1.11,2.68
Yokai Watch 2 Shinuchi,2014,Role-Playing,Level 5,0,2.68
Need for Speed: Shift,2009,Racing,Electronic Arts,1.41,2.68
Final Fantasy XIII-2,2011,Role-Playing,Square Enix,0.75,2.68
Mortal Kombat,1992,Fighting,Arena Entertainment,0.63,2.67
Call Of Duty 2: Big Red One,2005,Shooter,Activision,0.92,2.67
Guitar Hero: World Tour,2008,Misc,Activision,0.64,2.67
Medal of Honor,1998,Shooter,Electronic Arts,1.09,2.67
Fable,2004,Role-Playing,Microsoft Game Studios,0.58,2.66
Hannah Montana,2006,Action,Disney Interactive Studios,0.8,2.65
Tom Clancy's Splinter Cell,2003,Action,Ubisoft,1.11,2.65
Skylanders Giants,2012,Action,Activision,0.88,2.65
Medal of Honor Heroes,2006,Shooter,Electronic Arts,1.11,2.65
Super Mario Bros.: The Lost Levels,1986,Platform,Nintendo,0,2.65
Star Wars: Shadows of the Empire,1996,Action,Nintendo,0.5,2.65
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,0.87,2.64
Midnight Club: Street Racing,2000,Racing,Take-Two Interactive,0.47,2.63
Pac-Man: Adventures in Time,2006,Fighting,Sony Computer Entertainment,1.1,2.63
Halo Wars,2009,Strategy,Microsoft Game Studios,0.82,2.63
God of War Collection,2009,Action,Sony Computer Entertainment,0.46,2.63
ESPN NFL 2K5,2004,Sports,Sega,0.12,2.62
Mario Strikers Charged,2007,Sports,Nintendo,1.06,2.62
Medal of Honor,2010,Shooter,Electronic Arts,0.81,2.62
FIFA Soccer 10,2009,Sports,Electronic Arts,1.79,2.62
NBA 2K12,2011,Sports,Take-Two Interactive,0.14,2.62
Style Savvy,2008,Simulation,Nintendo,0.84,2.61
Harry Potter and the Chamber of Secrets,2002,Action,Electronic Arts,1.22,2.61
Super Mario All-Stars: Limited Edition,2010,Platform,Nintendo,0.52,2.6
Streets of Rage,1990,Action,Sega,0.55,2.6
FIFA Soccer 09,2008,Sports,Electronic Arts,1.63,2.59
Ratchet & Clank Future: Tools of Destruction,2007,Platform,Sony Computer Entertainment,1.12,2.59
NBA Live 2005,2004,Sports,Electronic Arts,0.21,2.59
LittleBigPlanet,2009,Platform,Sony Computer Entertainment,1.24,2.58
Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment,1.33,2.58
Ghostbusters: The Video Game (DS Version),2009,Action,Take-Two Interactive,1.24,2.58
Monster Hunter Freedom 2,2007,Role-Playing,Capcom,0.27,2.58
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,0.88,2.58
Ratchet & Clank: Up Your Arsenal,2004,Platform,Sony Computer Entertainment,0.74,2.57
Art Academy,2010,Misc,Nintendo,1.68,2.57
Dragon Age: Origins,2009,Role-Playing,Electronic Arts,0.56,2.57
Madden NFL 08,2007,Sports,Electronic Arts,0.08,2.57
Sonic Adventure 2 Battle,2001,Platform,Sega,0.59,2.56
Dragon Warrior II,1987,Role-Playing,Enix Corporation,0,2.56
Madden NFL 13,2012,Sports,Electronic Arts,0.23,2.56
Pokémon Colosseum,2003,Role-Playing,Nintendo,0.57,2.54
Deca Sports,2008,Sports,Konami Digital Entertainment,0.87,2.54
Madden NFL 09,2008,Sports,Electronic Arts,0.12,2.54
Space Invaders,N/A,Shooter,Atari,0.14,2.53
Crazy Taxi,2001,Racing,Acclaim Entertainment,1.12,2.52
Perfect Dark,2000,Action,Nintendo,0.75,2.52
Game Party,2007,Misc,Midway Games,0.78,2.52
Dragon Warrior,1986,Role-Playing,Capcom,0,2.52
Tomb Raider (2013),2013,Action,Square Enix,1.31,2.51
Marvel: Ultimate Alliance,2006,Role-Playing,Activision,0.02,2.5
PES 2009: Pro Evolution Soccer,2008,Sports,Konami Digital Entertainment,0.07,2.5
Mario Party 2,1999,Misc,Nintendo,0.14,2.5
Saints Row: The Third,2011,Action,THQ,1.06,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,Take-Two Interactive,0.56,2.49
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,0.97,2.49
Mortal Kombat: Deadly Alliance,2002,Fighting,Midway Games,0.52,2.49
Resistance 2,2008,Shooter,Sony Computer Entertainment,0.85,2.48
Pure,2008,Racing,Disney Interactive Studios,0.85,2.48
Tomb Raider: The Last Revelation,1998,Action,Eidos Interactive,1.14,2.48
NBA 2K13,2012,Sports,Take-Two Interactive,0.44,2.48
Rock Band,N/A,Misc,Electronic Arts,0.34,2.48
NBA 2K14,2013,Sports,Take-Two Interactive,0.2,2.47
Mario Party 4,2002,Misc,Nintendo,0.36,2.47
uDraw Studio,2010,Misc,THQ,0.58,2.46
Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,0.54,2.45
Final Fantasy V,1992,Role-Playing,SquareSoft,0,2.45
Final Fantasy Tactics,1997,Role-Playing,SquareSoft,0.12,2.45
Twisted Metal 2,1996,Racing,Sony Computer Entertainment,0.25,2.44
Halo: Combat Evolved Anniversary,2011,Shooter,Microsoft Game Studios,0.73,2.44
Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,0.98,2.44
The Sims: Bustin' Out,2003,Simulation,Electronic Arts,1.19,2.43
Riven: The Sequel to Myst,1997,Adventure,Red Orb,0.82,2.43
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,Ubisoft,0.61,2.42
Sonic Adventure,1998,Platform,Sega,0.61,2.42
Ice Hockey,1988,Sports,Nintendo,0.32,2.42
pro evolution soccer 2011,2010,Sports,Konami Digital Entertainment,1.18,2.42
Dragon Ball Z: Budokai 2,2003,Fighting,Atari,0.22,2.41
ATV Offroad Fury,2001,Racing,Sony Computer Entertainment,0.26,2.41
Dino Crisis,1998,Action,Capcom,0.76,2.41
Minecraft,2014,Misc,Microsoft Game Studios,0.76,2.41
Need for Speed: ProStreet,2007,Racing,Electronic Arts,0,2.41
Madden NFL 16,2015,Sports,Electronic Arts,0.08,2.4
Tetris Plus,1996,Puzzle,JVC,0.24,2.4
Pro Wrestling,1987,Fighting,Nintendo,0.18,2.4
Theme Hospital,1997,Strategy,Electronic Arts,0.1,2.4
Frogger's Adventures: Temple of the Frog,N/A,Adventure,Konami Digital Entertainment,0.18,2.39
Need for Speed (2015),2015,Racing,Electronic Arts,1.49,2.39
Zumba Fitness,2010,Sports,505 Games,0.48,2.39
LEGO Indiana Jones: The Original Adventures,N/A,Action,LucasArts,0.63,2.39
Monopoly,1994,Misc,Hasbro Interactive,0.81,2.39
Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,0.87,2.39
Dead Island,2011,Action,Deep Silver,0.71,2.39
Guitar Hero,2005,Misc,RedOctane,0.61,2.38
LEGO Star Wars: The Complete Saga,2007,Action,LucasArts,0.97,2.38
Kinect: Disneyland Adventures,2011,Misc,Microsoft Game Studios,0.46,2.38
WCW/nWo Revenge,1998,Fighting,THQ,0.39,2.38
Bloodborne,2015,Action,Sony Computer Entertainment,0.76,2.38
NBA 2K15,2014,Sports,Take-Two Interactive,0.54,2.38
Madden NFL 11,2010,Sports,Electronic Arts,0.15,2.38
Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,Konami Digital Entertainment,0.91,2.38
Madden NFL 08,2007,Sports,Electronic Arts,0.01,2.37
Half-Life 2,2004,Shooter,Vivendi Games,0.02,2.37
The Incredibles,2004,Action,THQ,1.08,2.37
Tony Hawk's Underground 2,2004,Sports,Activision,0.86,2.37
Madden NFL 10,2009,Sports,Electronic Arts,0.13,2.37
Kinect Sports: Season Two,2011,Sports,Microsoft Game Studios,0.74,2.36
Kirby's Dream Land 2,1995,Platform,Nintendo,0.14,2.36
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,1.05,2.35
Donkey Kong Land II,1996,Platform,Nintendo,0.48,2.35
Dragon Warrior Monsters,1998,Role-Playing,Eidos Interactive,0,2.35
Midnight Club: Los Angeles,2008,Racing,Take-Two Interactive,0.46,2.35
Skylanders SWAP Force,2013,Platform,Activision,0.83,2.34
WWE SmackDown vs Raw 2008,2007,Fighting,THQ,0,2.34
My Fitness Coach,2008,Sports,Ubisoft,0.9,2.34
Resident Evil - Code: Veronica X,2001,Action,Capcom,0.7,2.34
The Sims 3,2010,Simulation,Electronic Arts,0.86,2.33
The Legend of Zelda: Majora's Mask 3D,2015,Action,Nintendo,0.54,2.32
NBA 2K16,2015,Sports,Take-Two Interactive,0.14,2.32
Just Dance Kids,2010,Misc,Ubisoft,0.56,2.32
Mario Tennis,2000,Sports,Nintendo,0.4,2.32
Grand Theft Auto,1997,Action,Take-Two Interactive,1.35,2.32
James Bond 007: Everything or Nothing,2004,Shooter,Electronic Arts,1.06,2.31
WarioWare Touched!,2004,Puzzle,Nintendo,0.45,2.31
Need For Speed: High Stakes,1999,Racing,Electronic Arts,0.64,2.31
Chrono Trigger,1995,Role-Playing,SquareSoft,0,2.31
Cool Boarders 3,1998,Sports,989 Studios,0.46,2.31
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,0.85,2.3
Guild Wars 2,2012,Action,NCSoft,1.06,2.3
Pokemon Ranger: Shadows of Almia,2008,Role-Playing,Nintendo,0.54,2.3
Dead Island,2011,Action,Deep Silver,0.75,2.29
Tomb Raider II,1997,Action,Eidos Interactive,1.25,2.29
God of War: Ascension,2013,Action,Sony Computer Entertainment,0.68,2.29
Need for Speed Underground 2,2004,Racing,Electronic Arts,0.8,2.28
Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,1.27,2.28
Just Dance 2015,2014,Misc,Ubisoft,0.98,2.28
Yokai Watch Busters,2015,Action,Level 5,0,2.28
Mario Bros.,1983,Platform,Nintendo,0.12,2.28
FIFA Soccer 09,2008,Sports,Electronic Arts,0.07,2.28
Star Wars: The Force Unleashed,2008,Action,LucasArts,0.9,2.28
Borderlands 2,2012,Shooter,Take-Two Interactive,0.77,2.28
TOCA Touring Car Championship,1997,Racing,Codemasters,2,2.28
Paper Mario: Sticker Star,2012,Role-Playing,Nintendo,0.39,2.27
Sonic's Ultimate Genesis Collection,2009,Misc,Sega,0.62,2.27
Super Monkey Ball: Banana Blitz,2006,Misc,Sega,0.92,2.27
Kirby: Nightmare in Dream Land,2002,Platform,Nintendo,0.1,2.27
Wario Land 4,2001,Platform,Nintendo,0.73,2.26
Guitar Hero III: Legends of Rock,2007,Misc,Activision,0.54,2.26
Call of Duty 3,N/A,Shooter,Activision,0.84,2.26
Resident Evil 4,2007,Action,Capcom,0.57,2.26
Minecraft,2014,Misc,Sony Computer Entertainment Europe,0.79,2.25
Onimusha 2: Samurai's Destiny,2002,Adventure,Capcom,0.44,2.25
Cool Boarders 2,1997,Sports,UEP Systems,0.46,2.25
Paper Mario: The Thousand-Year Door,2004,Role-Playing,Nintendo,0.25,2.25
Madden NFL 12,2011,Sports,Electronic Arts,0.15,2.25
Monster Hunter Tri,2009,Role-Playing,Nintendo,0.41,2.25
Dissidia: Final Fantasy,2008,Fighting,Square Enix,0.51,2.25
Sonic Advance,2001,Platform,Sega,0.71,2.24
Spyro: Season of Ice,2001,Platform,Vivendi Games,0.83,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Action,Konami Digital Entertainment,0.25,2.23
LEGO Indiana Jones: The Original Adventures,2008,Action,Activision,0.61,2.23
Dance Dance Revolution X2,2009,Simulation,Konami Digital Entertainment,0.85,2.23
New Super Luigi U,2013,Platform,Nintendo,0.62,2.22
Prince of Persia: The Sands of Time,2003,Action,Ubisoft,1.03,2.22
Scribblenauts,2009,Puzzle,Warner Bros. Interactive Entertainment,0.32,2.22
The Legend of Zelda: Link's Awakening DX,1998,Adventure,Nintendo,0.63,2.22
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,0.98,2.22
BioShock 2,2010,Shooter,Take-Two Interactive,0.55,2.21
Assassin's Creed IV: Black Flag,2013,Action,Ubisoft,0.55,2.21
Devil May Cry 3: Dante's Awakening Special Edition,2006,Action,Capcom,0.82,2.21
Rock Band 2,2008,Misc,Electronic Arts,0.24,2.2
Frogger,1981,Action,Parker Bros.,0.12,2.2
Guitar Hero II,2007,Misc,Activision,0.02,2.2
Wario Land 3,2000,Platform,Nintendo,0.51,2.2
Pro Yakyuu Family Stadium,1986,Sports,Namco Bandai Games,0,2.2
Sonic Unleashed,2008,Platform,Sega,0.68,2.2
High School Musical: Makin' the Cut!,2007,Puzzle,Disney Interactive Studios,0.91,2.2
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.97,2.19
Saints Row,2006,Action,THQ,0.78,2.19
Star Wars: Knights of the Old Republic,2003,Role-Playing,Activision,0.44,2.19
Kirby's Pinball Land,1992,Misc,Nintendo,0.17,2.19
Donkey Kong Country,2000,Platform,Nintendo,0.72,2.19
Hitman: Absolution,2012,Action,Square Enix,1.07,2.19
Yu-Gi-Oh: Duel Monsters 4,2000,Role-Playing,Konami Digital Entertainment,0,2.18
